JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459694.871,0.4,,,Vis.,SRX,,NA,,NA,1,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459694.977,0.6,,,Vis.,SANG,K,0.4,0.9,stellarium,,,,Z,,,,alf ori,AAVSO,STD,,,,
2459695.274,0.45,,,Vis.,SGQ,BU,Alf Tau mv=0.85,,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459695.287,0.43,,,Vis.,SGQ,BU,Alf CMi mv=0.37,,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459696.25,0.4,,,Vis.,SYRA,B,10 CMi ,,VSP,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459696.277,0.41,,,Vis.,SGQ,B,Alf Tau mv=0.85,Alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459696.286,0.44,,,Vis.,SGQ,B,Alf Tau mv=0.85,Alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459696.3,0.7,,,Vis.,JTP,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2459696.345,0.7,,,Vis.,FMC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2459697.397,0.2,,,Vis.,AAX,BZ,1,4,ATLAS,TWILIGHT,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459697.556,0.55,,,Vis.,SSHA,B,4,9,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459697.569,0.4,,,Vis.,CKB,,4,9,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459698.142,0.446,0.017,,V,NOT,BUK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 300x 0.06s; filter:V+ND1.8,1,1.37,Z,,1.59,,ALF ORI,BAV,STD,,,,
2459698.25,0.4,,,Vis.,SYRA,B,10 CMi ,,VSP,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459698.281,0.39,,,Vis.,SGQ,B,alf CMi mv=0.37,,Tirion2000.0/Simbad,"""Roma, via Costantino Morin. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459698.283,0.37,,,Vis.,SGQ,B,alf CMi mv=0.37,,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459698.309,0.5,,,Vis.,BHA,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459699.281,0.39,,,Vis.,SGQ,B,alf CMi mv=0.37,,Tirion2000.0/Simbad,"""Roma, via Costantino Morin. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459699.327,0.5,,,Vis.,LCR,,4,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459699.335,0.4,,,Vis.,SGQ,L,alf CMi mv=0.37,bet Gem mv=1.14,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459699.424,0.3,,,Vis.,AAX,,1,4,ATLAS,,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459700.25,0.3,,,Vis.,SYRA,B,10 CMi ,,VSP,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459700.293,0.35,,,Vis.,SGQ,,alf CMi mv=0.37,alf Tau mv=0.85,Tirion2000.0/Simbad,"""Roma, Piramide Cestia. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459700.307,0.36,,,Vis.,SGQ,L,alf CMi mv=0.37,alf Tau mv=0.85,Tirion2000.0/Simbad,"""Roma, Piramide Cestia. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459701.328,0.4,,,Vis.,SGQ,L,alf CMi mv=0.37,bet Gem mv=1.14,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459702.375,0.35,,,Vis.,SGQ,L,alf CMi mv=0.37,,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459702.5,0.6,,,Vis.,SHS,B,9,4,10 star,,,,Z,,,,0549+07,AAVSO,STD,,,,
2459702.895,0.4,,,Vis.,SRX,,NA,,NA,1,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459703.313,0.35,,,Vis.,SGQ,L,alf CMi mv=0.37,bet Gem mv=1.14,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459704.882,0.4,,,Vis.,SRX,W,NA,,NA,1,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459706.12,0.421,0.013,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 300x 0.06s; 6 comp stars; filter: V +ND1.8,1,1.37,Z,,1.555,,ALF ORI,BAV,STD,,,,
2459707.393,0.3,,,Vis.,AAX,,1,4,ATLAS,,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459707.885,0.4,,,Vis.,SRX,W,NA,,NA,1,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459709.106,0.416,0.018,,V,NOT,BUK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; 6 comp stars; filter:V + ND1.8,1,1.36,Z,,1.589,,ALF ORI,BAV,STD,,,,
2459709.4,0.2,,,Vis.,AAX,B,1,4,ATLAS,MOON,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459709.407,0.3,,,Vis.,DCMA,B,0.1,0.4,10 stars 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459711.145,0.453,0.015,,V,NOT,BUK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; 5 comp stars; filter: V +ND1.8,1,1.44,Z,,1.521,,ALF ORI,BAV,STD,,,,
2459712.303,0.4,,,Vis.,SGQ,BL,gam Gem mv=1.90,bet Gem mv=1.14,Tirion2000.0/Simbad,"""Roma, piazza san Pietro. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459712.306,0.4,,,Vis.,SGQ,BL,gam Gem mv=1.90,bet Gem mv=1.14,Tirion2000.0/Simbad,"""Roma, via della Conciliazione. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459714.01,0.473,0.029,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; 5 comp stars; filter: V +ND1.8,1,1.47,Z,,1.691,,ALF ORI,BAV,STD,,,,
2459714.327,0.5,,,Vis.,LCR,L,4,9,TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459716.395,0.2,,,Vis.,AAX,B,1,4,ATLAS,TWILIGHT,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459717.392,0.1,,,Vis.,AAX,B,1,4,ATLAS,TWILIGHT,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459718.002,0.466,0.021,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; 4 comp stars; filter:V + ND1.8,1,1.46,Z,,1.597,,ALF ORI,BAV,STD,,,,
2459719.403,0.1,,,Vis.,AAX,B,1,4,ATLAS,LIGHT POLLUTION NEOAJBS,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459720.39,0.1,,,Vis.,AAX,B,1,4,ATLAS,TWILIGHT,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459720.876,0.45,,,Vis.,SRX,,1,,n/a,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459720.876,0.5,,,Vis.,SRX,,NA,,NA,1,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459721.386,0.1,,,Vis.,AAX,B,1,4,ATLAS,TWILIGHT,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459721.876,0.45,,,Vis.,SRX,,1,,n/a,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459721.876,0.5,,,Vis.,SRX,,NA,,NA,1,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459722.39,0.1,,,Vis.,AAX,U,1,4,ATLAS,CLOUDS,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459723.39,0.1,,,Vis.,AAX,B,1,4,ATLAS,TWILIGHT,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459723.868,0.45,,,Vis.,SRX,,1,,n/a,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459723.868,0.5,,,Vis.,SRX,,NA,,NA,1,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459724.4,0.1,,,Vis.,AAX,,1,4,ATLAS,,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459725.408,0.1,,,Vis.,AAX,,1,4,ATLAS,,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459726.872,0.5,,,Vis.,SRX,,NA,,NA,1,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459728.081,0.497,0.03,,V,NOT,BUK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; filter: V+ND1.8; 5 comp stars,1,1.415,Z,,1.617,,ALF ORI,BAV,STD,,,,
2459730.998,0.498,0.024,,V,NOT,BUK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; filter: V+ND1.8; 3 comp stars,1,1.38,Z,,1.586,,ALF ORI,BAV,STD,,,,
2459733.858,0.5,,,Vis.,SRX,W,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459741.899,0.524,0.08,,V,NOT,BUK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; filter: V+ND1.8; 3 comp stars,1,1.64,Z,,1.601,,ALF ORI,BAV,STD,,,,
2459744.957,0.578,0.029,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; 5 comp stars; filter: V+ND1.8,1,1.49,Z,,1.644,,ALF ORI,BAV,STD,,,,
2459746.009,0.563,0.044,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; 5 comp stars; filter: V+ND1.8,1,1.365,Z,,1.603,,ALF ORI,BAV,STD,,,,
2459747,0.522,0.055,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 150x 0.06s; 5 comp stars; filter: V+ND1.8,1,1.365,Z,,1.572,,ALF ORI,BAV,STD,,,,
2459758.885,0.607,0.014,,V,NOT,BK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 300x 0.05s; filter: V+ND1.8; 4 comp stars,1,1.48,Z,,1.543,,ALF ORI,BAV,STD,,,,
2459760.875,0.623,0.038,,V,NOT,BK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 150x 0.05s; filter: V+ND1.8; 4 comp stars,1,1.5,Z,,1.834,,ALF ORI,BAV,STD,,,,
2459762.977,0.601,0.01,,V,NOT,BK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 150x 0.05s; filter: V+ND1.8; 4 comp stars,1,1.38,Z,,1.604,,ALF ORI,BAV,STD,,,,
2459763.935,0.633,0.02,,V,NOT,BK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 150x 0.05s; filter: V+ND1.8; 5 comp stars,1,1.36,Z,,1.584,,ALF ORI,BAV,STD,,,,
2459764.934,0.616,0.032,,V,NOT,BK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 300x 0.05s; filter: V+ND1.8; 5 comp stars,1,1.435,Z,,1.615,,ALF ORI,BAV,STD,,,,
2459768.887,0.3,,,Vis.,AAX,BL,1,9,ATLAS,TWILIGHT LOW AIR MASS CORRECTION USING ALPHA TAU,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459768.976,0.598,0.04,,V,NOT,BK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 300x 0.06s; filter: V+ND1.8; 5 comp stars,1,1.415,Z,,1.539,,ALF ORI,BAV,STD,,,,
2459770.883,0.3,,,Vis.,AAX,BK,1,9,ATLAS,TWILIGHT BSC AIR MASS CORRECTION USING ALPHA TAU,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459777.898,0.632,0.038,,V,NOT,BK,Ensemble,GAM ORI,GCPD,stacks of 200x 0.09s; 5 comp stars; filter:V+ND1.8,1,1.36,Z,,1.655,,ALF ORI,BAV,STD,,,,
2459778.9,0.643,0.028,,V,NOT,BK,Ensemble,GAM ORI,GCPD,stacks of 240x 0.08s; 5 comp stars; filter:V+ND1.8 ,1,1.36,Z,,1.59,,ALF ORI,BAV,STD,,,,
2459780.854,0.3,,,Vis.,AAX,BKL,1,9,ATLAS,MOON BSC LOW AIR MASS CORRECTION USING ALPHA TAU,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459784.876,0.587,0.048,,V,NOT,BUK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 300x 0.06s; filter: V+ND1.8; 5 comp stars,1,1.37,Z,,1.687,,ALF ORI,BAV,STD,,,,
2459784.943,0.5,,,Vis.,CKB,,2,17,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459785.28,0.56,,,Vis.,ERW,K,0.18  beta Ori,0.85 alpha Tau,Skymap,Naked eye.  Air mass corrected.,,,Z,,,,alpha Ori,RASNZ-VSS,STD,,,,
2459786.928,0.6,,,Vis.,MCOA,L,1,9,10 Star Tutorial,"""Very low, near horizon. Compensated for extinction of blue light from Rigel.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459787.866,0.4,,,Vis.,AAX,K,1,9,ATLAS,BSC AIR MASS CORRECTION USING ALPHA TAU,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459792.28,0.75,,,Vis.,ERW,K,0.18  beta Ori,0.85 alpha Tau,Skymap,Naked eye. Air mass corrected.  I note that alpha Tau can vary up to 0.2 mag.,,,Z,,,,alpha Ori,RASNZ-VSS,STD,,,,
2459793.865,0.464,0.048,,V,NOT,BUK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 240x 0.08s; 6 comp stars,1,1.37,Z,,1.526,,ALF ORI,BAV,STD,,,,
2459794.867,0.49,0.032,,V,NOT,BK,Ensemble,GAM ORI,GCPD,at daylight; stacks of 240x 0.08s; 6 comp stars,1,1.38,Z,,1.652,,ALF ORI,BAV,STD,,,,
2459795.653,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459796.872,0.4,,,Vis.,AAX,K,1,9,ATLAS,BSC EXTINCTION,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459796.932,0.5,,,Vis.,MCOA,L,1,9,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459798.52,0.5,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459798.846,0.469,0.024,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; filter: V+ND1.8; 6 comp stars; stacks of 240x 0.08s,1,1.37,Z,,1.629,,ALF ORI,BAV,STD,,,,
2459799.28,0.68,,,Vis.,ERW,K,0.18  beta Ori,0.85 alpha Tau,Skymap,Naked eye.  Air mass corrected.  I note that alpha Tau can vary up to 0.2 mag.,,,Z,,,,alpha Ori,RASNZ-VSS,STD,,,,
2459799.52,0.5,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459799.92,0.5,,,Vis.,CKB,,2,9,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459800.52,0.5,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459800.606,0.428,0.023,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,GCPD,,1,4.07,Z,1.64,1.892,,ALF ORI,AAVSO,STD,,,,
2459800.881,0.441,0.027,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; filter: V+ND1.8; stacks of 240x0.08s; 6 compstars,1,1.405,Z,,1.61,,ALF ORI,BAV,STD,,,,
2459801.3,0.55,,,Vis.,ERW,BK,0.18  beta Ori,1.64 gamma Ori,Skymap,Naked eye.  Air mass corrected.,,,Z,,,,alpha Ori,RASNZ-VSS,STD,,,,
2459801.527,0.5,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459801.66,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459801.882,0.439,0.036,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; filter: V+ND1.8; stacks of 240x0.08s; 6 compstars,1,1.42,Z,,1.606,,ALF ORI,BAV,STD,,,,
2459801.883,-0.477,0.023,,R,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; filter: R+ND1.8; stacks of 240x0.08s; 6 comp stars,1,1.405,Z,,1.796,,ALF ORI,BAV,STD,,,,
2459802.819,0.32,0.04,,TG,WERB,,ALF TAU,,,AT DAYLIGHT. STACKS 143* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.46|CX=1.28,1,,Z,,,2459802.815,ALF ORI,BAV,STD,,,,
2459802.819,2.03,0.04,,TB,WERB,,ALF TAU,,,AT DAYLIGHT. STACKS 143* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.46|CX=1.28,1,,Z,,,2459802.815,ALF ORI,BAV,STD,,,,
2459802.819,-0.98,0.04,,TR,WERB,,ALF TAU,,,AT DAYLIGHT. STACKS 143* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.46|CX=1.28,1,,Z,,,2459802.815,ALF ORI,BAV,STD,,,,
2459802.865,0.422,0.027,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; filter: V+ND1.8; stacks of 240x0.08s; 7 comp stars,1,1.385,Z,,1.661,,ALF ORI,BAV,STD,,,,
2459803.819,0.46,0.04,,TG,WERB,,ALF TAU,,,AT DAYLIGHT. STACKS 129* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.46|CX=1.28,1,,Z,,,2459803.816,ALF ORI,BAV,STD,,,,
2459803.819,2.17,0.04,,TB,WERB,,ALF TAU,,,AT DAYLIGHT. STACKS 129* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.46|CX=1.28,1,,Z,,,2459803.816,ALF ORI,BAV,STD,,,,
2459803.819,-0.86,0.04,,TR,WERB,,ALF TAU,,,AT DAYLIGHT. STACKS 129* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.46|CX=1.28,1,,Z,,,2459803.816,ALF ORI,BAV,STD,,,,
2459803.887,2.314,0.034,,B,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; filter: B+ND1.8; stacks of 120x0.08s; 7 comp stars,1,1.43,Z,,1.367,,ALF ORI,BAV,STD,,,,
2459804.864,0.43,0.022,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; filter: V+ND1.8; stacks of 240x0.08s; 6 comp stars,1,1.39,Z,,1.575,,ALF ORI,BAV,STD,,,,
2459806.28,0.62,,,Vis.,ERW,BUK,0.18  beta Ori,0.40 alpha CMi,Skymap,Naked eye.  Air mass corrected. Cloud.,,,Z,,,,alpha Ori,RASNZ-VSS,STD,,,,
2459806.592,0.434,0.015,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,3.93,Z,1.64,3.909,,ALF ORI,AAVSO,STD,,,,
2459806.594,0.457,0.014,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,3.82,Z,1.64,3.972,,ALF ORI,AAVSO,STD,,,,
2459806.876,0.4,,,Vis.,AAX,BK,1,9,ATLAS,MOON BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459807.488,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459810.874,0.4,,,Vis.,AAX,BK,1,9,ATLAS,MOON BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459811.874,0.4,,,Vis.,AAX,K,1,9,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459812.65,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459812.746,0.5,0.03,,TG,WERB,,ALF TAU,,,AT DAYLIGHT. ED-REFRACTOR 127/950 MM. STACKS 117* 1/60 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.54|CX=1.26,1,,Z,,,2459812.743,ALF ORI,BAV,STD,,,,
2459812.746,-0.48,0.03,,TR,WERB,,ALF TAU,,,AT DAYLIGHT. ED-REFRACTOR 127/950 MM. STACKS 117* 1/60 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.54|CX=1.26,1,,Z,,,2459812.743,ALF ORI,BAV,STD,,,,
2459812.828,0.376,0.037,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 240x 0.08s; filter: V+ND1.8; 7 comp stars,1,1.37,Z,,1.596,,ALF ORI,BAV,STD,,,,
2459814.501,0.4,,,Vis.,SYRA,,87 Tau,,VSP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459814.855,0.392,0.02,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 240x 0.08s; filter: V+ND1.8; 7 comp stars,1,1.425,Z,,1.642,,ALF ORI,BAV,STD,,,,
2459815.501,0.4,,,Vis.,SYRA,B,87 Tau,bet Ori,VSP,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2459815.711,0.4,0.02,,TG,WERB,,ALF TAU,,,AT DAYLIGHT. ED-REFRACTOR 127/950 MM. STACKS 142* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.64|CX=1.27,1,,Z,,,2459815.709,ALF ORI,BAV,STD,,,,
2459815.711,2.32,0.02,,TB,WERB,,ALF TAU,,,AT DAYLIGHT. ED-REFRACTOR 127/950 MM. STACKS 142* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.66|CX=1.27,1,,Z,,,2459815.709,ALF ORI,BAV,STD,,,,
2459815.711,-0.79,0.02,,TR,WERB,,ALF TAU,,,AT DAYLIGHT. ED-REFRACTOR 127/950 MM. STACKS 142* 0.01 S. ERROR STATISTICAL INCL SCINTILLATION NOISE. AIRMASS CORRECTED|VX=1.66|CX=1.27,1,,Z,,,2459815.709,ALF ORI,BAV,STD,,,,
2459815.9,0.8,,,Vis.,MOW,,1,9,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459815.91,0.4,,,Vis.,CFL,B,4,9,10 STAR TUTORIAL,NAKED EYE PRE DAWN,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459816.513,0.5,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459816.576,0.4,,,Vis.,GGC,,Rigel,Pollux,Old AAVSO Alpha Ori,Naked eye observation,,,Z,,,,ALP ORI,,STD,,,,
2459816.852,0.4,,,Vis.,AAX,K,1,9,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459817.591,0.396,0.005,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,2.7,Z,1.64,4.023,,ALF ORI,AAVSO,STD,,,,
2459817.593,0.53,,,Vis.,SGQ,,alf Tau mv=0.86,bet Ori mv=0.13,Tirion2000.0/Simbad,"""Padova, Guizza, with airmass correction""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459817.608,0.391,0.022,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,2.33,Z,1.64,4.009,,ALF ORI,AAVSO,STD,,,,
2459817.609,0.397,0.009,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,2.3,Z,1.64,4.037,,ALF ORI,AAVSO,STD,,,,
2459817.618,0.421,0.011,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,2.13,Z,1.64,4.04,,ALF ORI,AAVSO,STD,,,,
2459817.623,0.415,0.017,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,2.07,Z,1.64,4.118,,ALF ORI,AAVSO,STD,,,,
2459817.852,0.4,,,Vis.,AAX,K,1,9,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459818.872,0.5,,,Vis.,CKB,,2,9,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459819.615,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459820.285,0.4,,,Vis.,SRX,,NA,,NA,01 09,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459820.844,0.4,,,Vis.,AAX,K,1,9,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459822.27,0.47,,,Vis.,ERW,K,0.18  beta Ori,1.64 gamma Ori,Skymap,Naked eye,,,Z,,,,alpha Ori,RASNZ-VSS,STD,,,,
2459822.527,0.5,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459822.838,0.3,,,Vis.,AAX,K,1,9,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459823.8,0.7,,,Vis.,SHS,U,9,4,10 star,,,,Z,,,,0549+07,AAVSO,STD,,,,
2459823.927,0.4,,,Vis.,SNE,,4,9,10-star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2459824.5,0.5,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459824.633,0.367,0.008,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.74,Z,1.64,4.068,,ALF ORI,AAVSO,STD,,,,
2459824.635,0.395,0.01,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.72,Z,1.64,4.115,,ALF ORI,AAVSO,STD,,,,
2459824.637,0.395,0.009,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.71,Z,1.64,4.013,,ALF ORI,AAVSO,STD,,,,
2459824.838,0.401,0.024,,V,NOT,BK,Ensemble,GAM ORI,GCPD,At daylight; stacks of 120x 0.08s; filter V+ND1.8; 7 comp stars,1,1.45,Z,,1.62,,ALF ORI,BAV,STD,,,,
